Collection Period,"Department/
Agency Name",Agency Short Name,Project ID,Project Title,Government Domain,ICT Project Category,Description,Stage,Benefit Category  ( Benefit Type),Date of Closure/ Postponement,PM Methodologies,Initiation Start Date,Planned Initiation End Date,Revised Initiation End Date,Business Case Approval Date,Planned Initiation Cost,Revised initiation Cost,Planned Delivery Start Date,Revised Delivery Start Date,Planned Delivery End Date,Revised Delivery End Date,Planned Delivery Cost,Revised Delivery Cost,Q1 21-22,Q2 21-22,Q3 21-22,Q4 21-22,Q1 22-23 (Current),Reporting  Comments
Q1 22-23,Department of Justice and Community Safety,DJCS,3392,Identity and Access Management (IDAM) PHASE 2,Employment and Workplace,Systems Management,Close gaps in the management of the identities that have access to DJCS data by implementing automated workflows.,Delivery,"Cost Reduction (Financial), Risk Reduction (Non Financial)",,Project Management Excellence,18-10-21,18-03-22,,18-03-22,"$113,451",,21-03-22,,31-07-22,30-06-23,"$937,060","$941,510",,,,Green,Green,Overall the project is on track against schedule scope and budget. Additional budget has been approved to deliver additional scope agreed by project steering committee. This increase is reflected in the revised delivery cost.
Q1 22-23,Department of Premier and Cabinet,DPC,3393,Digital Public Notices,Government and Economy,Content Management,"Digital Victoria has been tasked with delivering a new service, Digital Public Notices. The MVP will be delivered week commencing 25 July 2022, and will allow government and business users to publish public notices digitally.",Delivery,Cost Avoidance (Financial),,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),11-01-21,11-01-22,,01-03-22,$0,,04-04-22,,30-09-22,30-06-23,"$1,900,000",,,,,Amber,Green,Project status has been updated to green due to additional project budget until the end of the 2022-23 financial year.
Q1 22-23,Peninsula Health,PEN Health,3396,Peninsula Health Surgical Centre - IT component,Health,Organisational Management,"Peninsula Health are opening a Surgical Services Centre located in Frankston in the building that is currently known as Frankston Private Hospital.  This project covers the ICT aspects of this initiative only,",Closed - Completed,Customer Satisfaction (Non Financial),15-09-22,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),02-05-22,31-05-22,,31-05-22,$0,,01-06-22,,30-09-22,,"$5,920,000",,,,,Green,Green,"Frankston Public Surgical Centre officially opening on Tuesday 6 September and welcomed our first patients.  

The opening went as planned and is successfully running."
Q1 22-23,Melbourne Water,MELB Water,3397,Project Management Transformation,Environment and Water,Collaboration,"Melbourne Water uses an enterprise Project Management tool for managing the capital program. Key issues are;
- System functionality, 
- Performance, 
- End user experience
- Technology that won't reach end-of-support",Initiated,,,PMBoK,01-04-22,12-07-22,04-10-22,,$0,,,,,,,,,,,,,IT Portfolio Prioritisation review required project to realign to new dates. Business Case has been re-submitted and in workflow for approval.
Q1 22-23,Western Health,WH,3398,Western Health - Bacchus Marsh-Melton Amalgamation - Network Switch and Clinical Grade Network Uplift,Health,Systems Management,Uplift of the Bacchus Marsh and Melton network switch and clinical grade network infrastructure to facilite health service amalgamation with Western Health,Delivery,Efficiency/Productivity (Non Financial),,PRINCE2,01-07-21,30-09-21,,21-12-21,$0,,03-01-22,,30-12-22,30-06-23,"$4,500,000","$4,892,393",,,,Green,Green,Major wide area network and local area network upgrades underway and expected to be concluded in December 2022.  Additional works to continue through to June 2023
Q1 22-23,Department of Transport,DOT,3399,Victraffic Upgrade Project,Transport and Vehicles,"Communication,Customer Initiated Assistance,Customer Preferences",Objective of this project is to support transport users and emergency response units to safely and confidently move around our road network during an emergency situation and improve road closure capture and uplift the user experience.,Initiated,,,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),27-07-22,19-09-22,31-01-23,,$0,,,,,,,,,,,,,Project planing and procurement activities are ongoing.
Q1 22-23,Dental Health Services Victoria,DHSV,3400,Smile Squad Network infrastructure,Health,Systems Management,Provision of network infrastructure to smile squad service program,Delivery,"Efficiency/Productivity (Non Financial), Increased Quality (Non Financial)",,PRINCE2,12-07-21,28-01-22,,28-01-22,"$100,000",,31-01-22,,04-08-23,23-06-23,"$1,964,978",,,,,Red,Green,The Steering Committee endorsed the rebaselined schedule.  The project is progressing to the revised schedule.
Q1 22-23,"Department of Families, Fairness and Housing",DFFH,3401,Client referral solution for Family Safety Victoria and Family Services,Community Services,Routing and Scheduling,Deliver an enterprise-level client referral solution for managing client referrals to and from�Community Service Organisations (agencies) for the range of funded support services in the broader children and families� sector.�?,Delivery,"Efficiency/Productivity (Non Financial), Increased Quality (Non Financial), Risk Reduction (Non Financial)",,Agile,01-07-21,28-02-22,,01-03-22,$0,,01-03-22,,10-10-22,07-11-22,"$1,061,000","$1,310,000",,,,Green,Green,Project is progressing to revised schedule and cost.
Q1 22-23,South East Water,SE Water,3445,CRUX,Environment and Water,Financial Management,"Delivery of new ERP solution including Finance, Procurement & Project Management functions",Delivery,Cost Reduction (Financial),,PMBoK,28-02-22,29-07-22,,29-07-22,"$150,000",,01-08-22,,04-08-23,,"$6,547,711",,,,,,Green,Project commenced in August with a vision and discovery phase.  It has now moved in to an iterative design phase which is progressing well.
Q1 22-23,South East Water,SE Water,3446,Acumen Phase 0,Environment and Water,Data Management,Delivery of a new Data and Analytic Platform that will serve as a next generation data insights and reporting system.,Delivery,Cost Avoidance (Financial),,Hybrid - PRINCE2 and Agile (incl PRINCE2 Agile method),11-04-22,30-05-22,,30-05-22,"$100,000",,01-06-22,,28-10-22,31-08-23,"$1,122,000",,,,,Green,Green,Phase 0 delivered the overall architectural design for the platform as well as detailed technical specifications for the 8 source systems.  This phase has been completed
Q1 22-23,CenITex,CenITex,3449,Windows Server 2012 Refresh,Government and Economy,Assets/Materials Management,Uplift Windows servers in scope to more up-to-date version where possible. For servers  unable to be upgraded migrate them to Azure where MS extended security update (ESUs) will be available for 3 more years. Decommission redundant Windows servers.,Delivery,"Cost Avoidance (Financial), Cost Reduction (Financial), Risk Reduction (Non Financial)",,PRINCE2,30-11-21,02-06-22,,02-06-22,"$49,000","$43,205",14-06-22,,31-10-23,,"$1,991,466",,,,,Green,Green,The project continues to track to budget and schedule
Q1 22-23,CenITex,CenITex,3450,Cenitex Windows and Unix Server Patching � One Month Patching Cycle,Government and Economy,Data Management,"Automate the following categories for Windows and Unix monthly patching 
- Pre patching automation workflows 
- During Patching automation workflows 
- Post patching automation workflows 
and
-Application health check Automation",Delivery,"Cost Avoidance (Financial), Risk Reduction (Non Financial)",,PRINCE2,22-10-20,05-11-20,,05-11-20,$0,,18-11-20,,28-04-23,,"$1,050,177",,,,,Green,Green,The project continues to track to budget and schedule
Q1 22-23,Court Services Victoria,CSV,3451,Victorian Civil and Administrative Tribunal digital service transformation,Law and Justice,"Content Management,Customer Initiated Assistance,Development and Integration ,Security Management ,Tracking and Workflow,Data Management,Document Management ,Forms Management,Knowledge Management ,Management of Process ,Records Management ,Routing and Scheduling","The project aims to upgrade digital services infrastructure including the case management system and increase process automation, to deliver more accessible and timely provision of justice to citizens and businesses",Delivery,"Customer Satisfaction (Non Financial), Efficiency/Productivity (Non Financial)",,Hybrid - Waterfall and Agile,01-11-20,04-02-21,,15-05-21,$0,,01-07-21,,01-12-24,,"$56,681,000",,,,,Amber,Amber,"The project is progressing, with the Digital Partner evaluation completed in September 2022. Further schedule refinement following detailed implementation planning with the digital partner in November.  The program continues to recruit critical program roles despite the difficult labour market."
Q1 22-23,CenITex,CenITex,3452,Legacy Hardware Refresh,Government and Economy,Assets/Materials Management,"The project will refresh the core network infrastructure in the data centres, ensuring the infrastructure platform is supported and robust to meet the demands of Cenitex customers.",Delivery,"Cost Reduction (Financial), Risk Reduction (Non Financial)",,PRINCE2,15-11-21,05-05-22,,05-05-22,$0,,05-05-22,,30-06-23,,"$4,049,735",,,,,Green,Amber,The project commencement was delayed and the delivery dates are under review.  Full timeframes are pending advice from supplier on hardware delivery dates
Q1 22-23,Peninsula Health,PEN Health,3455,Peninsula Health Digital Application Oncology/Haematology Management System,Health,Management of Process,Deploy a fit for purpose Oncology & Haematology management system to achieve contemporary efficient & effective chemotherapy prescribing & treatment scheduling.,Initiated,,,PRINCE2,05-04-22,02-01-23,,,"$70,000",,,,,,,,,,,,,"Confirmed current state workflows, completed implementation planning study (IPS), created proposed future state workflows, conducting procurement process, undertaking proof of concepts."
Q1 22-23,Box Hill Institute Group,BHIG,3456,Cloud Service Migration,Education,Management of Process,Migration of core on-premise business systems to cloud hosting and implementation of new business system capabilities onto a common ERP cloud hosted platform.,Delivery,"Compliance (Non Financial), Cost Avoidance (Financial), Cost Reduction (Financial), Efficiency/Productivity (Non Financial), Workforce Satisfaction (Non Financial)",,Waterfall,01-04-22,30-06-22,,30-06-22,$0,,01-09-22,,30-04-24,,"$4,557,503",,,,,,Green,"Project successfully initiated with initial project resources onboarded.
Primary supplier engaged with regular project meetings commenced."
Q1 22-23,Peninsula Health,PEN Health,3457,SAPPHire,Health,Human Resources,The implementation of a SAP Payroll and Human Resource Information System using the already established SAP HRIS instance at Alfred Health thus achieving alignment with the Department of Health and Peninsula Health strategic Goals.,Initiated,,,PRINCE2,08-08-22,25-11-22,,,$0,,,,,,,,,,,,,"Drafted the Project Initiation Document (PID) ready for peer review.

Communication Strategy document finalised.

Existing SAP model demo presented by Alfred Health. 

Implementation partner requirement questionnaire finalised."
Q1 22-23,Victorian Institute of Forensic Mental Health (Forensicare),Forensicare,3458,Human Capital Management (HCM) Rostering Payroll System,Health,"Human Capital / Workforce Management ,Human Capital / Workforce Management","Forensicare is implementing a new Human Capital Management system to replace and integrate its ageing payroll, rostering and recruitment systems.  This system will better meet staff needs and improve capacity for better care to growing customer base",Initiated,,,PRINCE2,23-08-21,08-09-22,,,$0,$0,,,,,,,,,,,,Currently in the process of engaging consultants to assist Forensicare in the planning phase.
